conf,size,kind,ctx,n,react_1,min_per,held24,far|0.5atr,far|1atr,far|gap,ce|0.5atr,ce|1atr,ext|1atr,ext|2R,ext-0.25atr|1atr,best_exit,best_exit_minEV,best_exit_EV
CH,0.5,bull,EMA200,205,60.0,52.0,60.48780487804878,0.04556711885305012,0.010578156713873013,0.0362816395974996,0.02070963601191449,0.046746016334476226,0.09360714120770358,0.05357577777762767,0.08662394464074344,ext-0.25atr|1atr,0.007274528783033105,0.08662394464074344
CH,0.5,bull,свежий≤24ч,203,59.60591133004927,54.0,60.09852216748769,0.002172936103879238,0.01936644606186974,0.03473148178346742,0.02421087724236609,0.10929129003095414,0.12969792119059464,0.027079139194475372,0.09539691457145298,ext|1atr,0.040522597564804384,0.12969792119059464
CH,0.5,bull,не выходные,230,56.95652173913044,50.0,57.391304347826086,-0.023332274383226295,-0.024403412988575433,-0.03001084774467014,-0.06255311946051854,0.026721800706042687,-0.024566928234352952,-0.09386224146678686,0.004165464132116366,ce|1atr,-0.01907096770703688,0.026721800706042687
CH,0.5,bull,заход<50%,204,59.31372549019608,51.78571428571429,60.78431372549019,-0.02169692950989128,-0.01772445997363742,-0.013888801876848239,-0.07971421460212272,0.024283410598691393,0.03814582640635052,-0.057556866268054736,0.047349395434146326,far|0.5atr,-0.04334008252940782,-0.02169692950989128
CH,0.5,bull,объём≥1.5x,199,58.291457286432156,47.45762711864407,58.79396984924623,-0.04077910178263027,-0.02006902019290116,-0.039824454428751606,-0.07784801741412505,0.07309115476042297,0.0700952059975775,0.00938456006848301,0.05650263883759195,ce|1atr,-0.04315855094988935,0.07309115476042297
CH,0.5,bull,сессия Asia,87,57.47126436781609,54.54545454545454,58.620689655172406,-0.02773208909280013,0.017148375057130773,-0.01712079092987288,-0.12486489068148847,0.03075906662977126,0.012700565651022325,-0.1448747082067633,0.09700721758871422,far|1atr,-0.008562225074125383,0.017148375057130773
CH,0.5,bull,сессия NY,90,61.111111111111114,58.620689655172406,67.77777777777779,0.04368609022424693,0.03556915031418706,0.040019366937358004,0.1280894863895614,0.21434405168533882,0.0970913856166091,0.07665556025379412,0.08983269179391841,ce|1atr,0.1304231183962009,0.21434405168533882
CH,0.5,bear,—,268,50.0,44.927536231884055,55.223880597014926,0.0019206186907556135,-0.11517433888604568,-0.05298636574456635,-0.03828541663826429,-0.15116381225496126,-0.0025609275213875305,0.07887668796053043,-0.09239223238578315,ext|2R,-0.004561876081997302,0.07887668796053043
CH,0.5,bear,тренд,232,50.0,44.44444444444444,54.741379310344826,-0.010011412573491633,-0.12247966524786187,-0.08426961380619191,-0.04817650096601213,-0.1677727616016205,-0.044148596161031214,0.030518390430230535,-0.11262711231342516,far|0.5atr,-0.01912619621752134,-0.010011412573491633
CH,0.5,bear,EMA200,183,48.63387978142077,46.06741573033708,56.284153005464475,-0.02733406924881504,-0.14724351340718642,-0.09333013720916775,-0.055009569546561214,-0.168826795846698,0.0006231791762581864,0.03013134425572293,-0.0922636603879059,ext|2R,-0.024265970207328468,0.03013134425572293
CH,0.5,bear,свежий≤24ч,194,48.96907216494845,48.07692307692308,52.57731958762887,0.00938242404543853,-0.11929067271385962,-0.022232173598454186,-0.0399887024691111,-0.16699785145608542,0.028365414522937574,0.07748795094385659,-0.07330969048548294,far|0.5atr,-0.03595614567015351,0.00938242404543853
CH,0.5,bear,не выходные,210,49.523809523809526,42.0,53.333333333333336,-0.002733716501203986,-0.1183526589580197,-0.0744302624435968,-0.07546708273731696,-0.17706349332378898,-0.07608083420121736,0.024755564856476557,-0.12234806423873221,ext|2R,-0.02591740846434125,0.024755564856476557
CH,0.5,bear,заход<50%,211,54.02843601895735,50.0,60.18957345971564,0.00011504680257352071,-0.05708046269474991,-0.02869546412632026,-0.01042093644585363,-0.04955098475920503,0.10621459749405086,0.15650383251204586,-0.04493895048386545,ext|2R,0.021034439724665,0.15650383251204586
CH,0.5,bear,объём≥1.5x,202,52.97029702970298,41.86046511627907,57.920792079207914,0.002578596968070733,-0.07805948189281367,-0.05778141887765804,-0.027531393119097077,-0.13895993584319186,-0.0006910090629584798,0.07728616623766932,-0.06992309005891971,ext|2R,0.025383673965747557,0.07728616623766932
CH,0.5,bear,сессия Asia,82,41.46341463414634,35.0,48.78048780487805,-0.04319898745874051,-0.23446047975367673,-0.12822381833897084,-0.05039089013783885,-0.29200179250955016,-0.21187706480231597,-0.023223436157611993,-0.26214809374447967,ce|0.5atr,-0.08021850166492535,-0.05039089013783885
CH,0.5,bear,сессия NY,98,57.14285714285714,52.17391304347826,59.183673469387756,-0.0016779123648511972,-0.0042996977293837104,-1.1991522911136472e-05,-0.08317879711258687,-0.09195968528129794,0.08492401701943764,0.04076955626023173,0.03353922647777476,ext|1atr,-0.014944553755207196,0.08492401701943764
CH,0.75,оба,—,329,60.182370820668694,55.10204081632652,65.34954407294833,0.010989721145497061,-0.014434630700200707,-0.019338894208422226,-0.0063012981356243,0.03428953957048646,0.07540346983299585,0.07858571701778977,0.02678888688224297,far|0.5atr,-0.04763025326869412,0.010989721145497061
CH,0.75,оба,тренд,296,59.797297297297305,54.54545454545454,65.2027027027027,0.006591472257173056,-0.03454137749681386,-0.04254040278934369,-0.019367426684416066,0.007186729520592102,0.06091476780235675,0.06830130945592437,0.01704805655183358,far|0.5atr,-0.04833365842800236,0.006591472257173056
CH,0.75,оба,EMA200,239,61.50627615062761,55.88235294117647,67.78242677824268,0.03702289225089868,-0.0038756495041659127,-0.0020118156194762716,0.023547753796133167,0.033448249905406784,0.1622562267313199,0.15028451417871702,0.07597052675587407,far|0.5atr,-0.02543980758096386,0.03702289225089868
CH,0.75,оба,свежий≤24ч,237,63.29113924050633,54.83870967741935,67.08860759493672,0.013904101449965428,0.03737720590304204,0.022545128282481678,0.026393738270534633,0.10925807273237564,0.2117779250505004,0.17009989294114955,0.11591198110782071,ext|1atr,0.023716496734156715,0.2117779250505004
CH,0.75,оба,не выходные,266,57.89473684210527,51.80722891566265,62.40601503759399,-0.018186632244497895,-0.052516608275523326,-0.07227730194407722,-0.07001529684774967,-0.02285471932650169,-0.018858734567870263,-0.03508403327484126,-0.04105914290172273,far|0.5atr,-0.06749055772964313,-0.018186632244497895
CH,0.75,оба,заход<50%,266,61.65413533834586,56.41025641025641,67.29323308270678,-0.0005551310550547363,-0.009849189601725941,-0.022163611383682922,-0.017367050847349044,0.017634706565851397,0.09936075453060667,0.09521385075472527,0.03916981582708814,far|0.5atr,-0.052609087467698414,-0.0005551310550547363
CH,0.75,оба,объём≥1.5x,282,58.156028368794324,55.172413793103445,63.12056737588653,-0.013678007618324179,-0.060431136971212725,-0.05679441704532945,-0.03638759788867528,-0.02833919397698379,0.013629261642255459,0.027136539178514944,-0.027748308196958043,far|0.5atr,-0.05679600836187404,-0.013678007618324179
CH,0.75,оба,сессия Asia,104,53.84615384615385,48.0,60.57692307692307,-0.015491992434760626,-0.095618443985797,-0.09821171774423049,-0.051305424317314434,-0.08134827352194796,-0.03542849676983728,-0.05213847657640043,-0.01955022937378616,ce|0.5atr,-0.0729395809442569,-0.051305424317314434
CH,0.75,оба,сессия NY,116,65.51724137931035,54.054054054054056,71.55172413793103,0.011635146765190297,0.06364649277104256,0.029410964177479283,0.013567491606340621,0.15149152461666138,0.060346735979459845,0.023588661465045898,0.06287957795117184,ce|1atr,-0.0231838064651005,0.15149152461666138
CH,0.75,bull,—,180,63.888888888888886,50.0,65.55555555555556,0.01335106350281135,0.03772000216381504,0.032745845896859666,-0.009465666035117873,0.149924273740918,0.11997383813894577,0.055709542758402446,0.1285678299798183,ext-0.25atr|1atr,-0.05633639620588719,0.1285678299798183
CH,0.75,bull,тренд,163,63.80368098159509,47.82608695652174,65.03067484662577,0.01689698958873661,0.020914203754749547,0.01543467053657725,-0.0027732100127890323,0.1412124130926223,0.16491896454437974,0.10273926664988886,0.1395021429753245,ce|1atr,-0.10441351138393794,0.1412124130926223
CH,0.75,bull,EMA200,134,67.16417910447761,51.515151515151516,67.91044776119402,0.07740093418403877,0.07920855884847679,0.0766327883960288,0.045496003805194175,0.1529762183325847,0.24837472308975075,0.20860961377374898,0.19901477287887628,ext-0.25atr|1atr,-0.022477508027708162,0.19901477287887628
CH,0.75,bull,свежий≤24ч,129,68.21705426356588,50.0,68.9922480620155,0.019731799189688374,0.0964380282499945,0.08072527282005228,0.04379529903630672,0.23205811656828687,0.2918873562762014,0.16869732998836862,0.2182284770735684,ext|1atr,-0.008693046478668025,0.2918873562762014
CH,0.75,bull,не выходные,151,61.58940397350994,47.82608695652174,62.913907284768214,-0.02036582347194951,-0.00297983297670025,-0.024818398711080783,-0.07027984438081247,0.08696545599733298,0.037181586170327914,-0.02181311352218542,0.058059170789241984,ce|1atr,-0.12051392464455112,0.08696545599733298
CH,0.75,bull,заход<50%,139,65.46762589928058,48.64864864864865,67.62589928057554,0.005843097743634444,0.0338679803871424,0.021240695174774164,-0.034268365893010834,0.1092608480032994,0.1376650404005882,0.04646988164735284,0.15057988089976068,ext-0.25atr|1atr,-0.06886721097239934,0.15057988089976068
CH,0.75,bull,объём≥1.5x,150,60.66666666666667,50.0,62.0,-0.016696710937278095,-0.029604241552660514,-0.025183530631903334,-0.036899892548018745,0.09474619984570175,0.06897441966798223,0.02207125650677521,0.07030996167624493,ext-0.25atr|1atr,-0.07530567776776514,0.07030996167624493
CH,0.75,bull,сессия NY,62,67.74193548387096,59.09090909090909,72.58064516129032,0.027986919204942635,0.10053139374334251,0.032675349973584865,0.098402503001915,0.3520031606080737,0.13417955675769924,0.1162442124054411,0.14623957808332375,ce|1atr,0.15185190897887327,0.3520031606080737
CH,0.75,bear,—,149,55.70469798657718,50.0,65.1006711409396,0.008137092794379137,-0.07744022744867612,-0.08226005675171578,-0.0024998091825413995,-0.10462735584231378,0.021560071879499328,0.10622136377409658,-0.09616554102086818,ce|0.5atr,-0.016233630200792132,-0.0024998091825413995
CH,0.75,bear,тренд,133,54.88721804511278,46.666666666666664,65.41353383458647,-0.006038597855946204,-0.10250573647429385,-0.11359256032411898,-0.03957993120173623,-0.15606259934158007,-0.06654902218974659,0.026095391992644632,-0.13302725237319668,far|0.5atr,-0.036774580809854525,-0.006038597855946204
CH,0.75,bear,EMA200,105,54.285714285714285,50.0,67.61904761904762,-0.01450718031139442,-0.10990692492563373,-0.10237731026783517,-0.00425336288201081,-0.1179538434356853,0.05235262185484625,0.07585057755267621,-0.08105736829633829,far|0.5atr,-0.02867507565100279,-0.01450718031139442
CH,0.75,bear,свежий≤24ч,108,57.407407407407405,55.172413793103445,64.81481481481481,0.006943240260851909,-0.03316766523359562,-0.04694782213739431,0.005769666251841778,-0.03628271996203775,0.11609165997535753,0.1717751764680824,-0.006299389073489058,ce|0.5atr,-0.01036063016908188,0.005769666251841778
CH,0.75,bear,не выходные,115,53.04347826086957,43.47826086956522,61.73913043478261,-0.01532525941540929,-0.11756054801571707,-0.13459290531957693,-0.06966793443477157,-0.16705338431692815,-0.09244211223280877,-0.052509327906589354,-0.17120579826985902,far|0.5atr,-0.04701419064669483,-0.01532525941540929
CH,0.75,bear,заход<50%,127,57.48031496062992,54.385964912280706,66.92913385826772,-0.00755791690558857,-0.05769711581001492,-0.06966911226262418,0.0011312388482965566,-0.08264902303891455,0.057437166058737076,0.14856354922657392,-0.0827671845280416,far|0.5atr,-0.10058190761039489,-0.00755791690558857
CH,0.75,bear,объём≥1.5x,132,55.3030303030303,42.857142857142854,64.39393939393939,-0.010247662937694716,-0.09546169994684023,-0.09271587887876821,-0.03580932588684059,-0.16727649457986374,-0.04926296338697949,0.03289254221458287,-0.13917816032559782,far|0.5atr,-0.021549964544703194,-0.010247662937694716
CH,1.0,оба,—,203,61.57635467980296,57.14285714285714,65.51724137931035,-0.01750791598205587,-0.04608723779545712,-0.0344394503828375,-0.01168548890285288,0.02526914274824978,0.04904343348610795,0.047540082121607895,0.011429447380986082,ce|0.5atr,-0.04636676166174536,-0.01168548890285288
CH,1.0,оба,тренд,186,62.365591397849464,56.86274509803921,66.12903225806451,-0.015641430438241878,-0.04476814904129509,-0.0438037898928083,-0.023166512432375257,-0.003839411910706307,0.045865748635277793,0.04051914527136315,0.02774802688525405,ce|0.5atr,-0.07082600911179263,-0.023166512432375257
CH,1.0,оба,EMA200,151,64.23841059602648,60.0,67.54966887417218,0.02250652959792277,-0.012389669923706175,-0.0018747482505288649,0.016092303494196516,-0.004733332271950156,0.1476373809889888,0.1289899556676129,0.07044074254559143,ce|0.5atr,-0.013064239298612026,0.016092303494196516
CH,1.0,оба,свежий≤24ч,144,64.58333333333334,52.63157894736842,66.66666666666666,-0.011231145627905885,0.0025022421459706522,-0.006538776814065635,0.0027123070577555943,0.09530896253666908,0.1476566003365755,0.10770364511806818,0.08574869971055563,ext|1atr,0.010606192072032911,0.1476566003365755
CH,1.0,оба,не выходные,167,58.68263473053892,54.347826086956516,63.47305389221557,-0.037071040840893306,-0.08617787643351242,-0.08117833627005631,-0.04426364447770745,-0.009355563479442516,-0.005623890588250127,-0.06330395779521113,-0.04173244223153801,ce|0.5atr,-0.048992286073824415,-0.04426364447770745
CH,1.0,оба,заход<50%,163,65.03067484662577,58.139534883720934,69.93865030674846,-0.022782645424805573,-0.00863551169400014,-0.0027823966114781146,-0.02528430243476791,0.024858912762024413,0.0914895984029794,0.10613400713442843,0.06053231380183646,ext-0.25atr|1atr,-0.045606951880374856,0.06053231380183646
CH,1.0,оба,объём≥1.5x,186,60.215053763440864,56.86274509803921,64.51612903225806,-0.02688578106399257,-0.07599755060933222,-0.06588767051825807,-0.001044413743188916,0.008296195236874374,0.029557288295441006,0.037833513528064494,-0.016488354750103473,ce|0.5atr,-0.03983743527118463,-0.001044413743188916
CH,1.0,оба,сессия Asia,63,52.38095238095239,43.75,58.730158730158735,-0.024768156033896347,-0.17222672850523943,-0.13847057627401577,-0.003445011221118851,-0.14564689083795096,-0.1784239964391297,-0.11937526842368394,-0.07537503541213748,ce|0.5atr,-0.055578834425646574,-0.003445011221118851
CH,1.0,оба,сессия NY,67,68.65671641791045,57.14285714285714,73.13432835820896,-0.03288529107247665,0.03685529626187051,0.03188959525215279,-0.025265485694260913,0.17037298794792313,0.13032792952214653,0.08690482870197552,0.04134470727063021,ce|1atr,0.06638981109368981,0.17037298794792313
CH,1.0,bull,—,121,62.8099173553719,53.333333333333336,63.63636363636363,-0.023799038225561495,-0.026424131346912856,-0.018339914787322296,-0.07327128060379783,0.12027172290467142,0.08540514802101817,0.0036754673885589094,0.08907648267012232,ext-0.25atr|1atr,-0.05944177716682715,0.08907648267012232
CH,1.0,bull,тренд,115,63.47826086956522,51.724137931034484,63.47826086956522,-0.019061086799380716,-0.021155666635375766,-0.020368206586681783,-0.07853359316394617,0.0826384426661357,0.12134803026780071,0.03502397369898623,0.11172154613100936,ce|1atr,-0.07350427572056437,0.0826384426661357
CH,1.0,bull,EMA200,93,67.74193548387096,57.14285714285714,66.66666666666666,0.050797854336353934,0.046462546473383375,0.05017132102570814,-0.027875246619460774,0.08401042847038992,0.23581548415444736,0.1760737360715601,0.17375923901544132,ext-0.25atr|1atr,0.06540815697091283,0.17375923901544132
CH,1.0,bull,свежий≤24ч,88,67.04545454545455,52.38095238095239,65.9090909090909,-0.017867326667795936,0.02897020778153074,0.014847627445809546,-0.03584697100759551,0.19770539975864299,0.20839994588329602,0.05638915029175266,0.164787662764046,ce|1atr,-0.03279880171552815,0.19770539975864299
CH,1.0,bull,не выходные,102,60.78431372549019,53.84615384615385,62.745098039215684,-0.03820911517524669,-0.05543517751429692,-0.05531412924236588,-0.09046559709723678,0.09676695429040619,0.05882225091208846,-0.05980869853938524,0.056185523590183424,ext|1atr,-0.06381695193099071,0.05882225091208846
CH,1.0,bull,заход<50%,93,66.66666666666666,55.00000000000001,67.74193548387096,-0.015286134440176754,0.009752450197308925,0.022650263651582476,-0.0699296565765506,0.10641144504952887,0.1470621098333608,0.07409417180684279,0.16304944636341095,ce|1atr,-0.021776127175660694,0.10641144504952887
CH,1.0,bull,объём≥1.5x,107,60.747663551401864,52.17391304347826,61.6822429906542,-0.04373540687052751,-0.0711695921611179,-0.0641636748141374,-0.06130984456734255,0.11538765305050162,0.07514303167300523,0.006052844077321801,0.061649375828930465,ext-0.25atr|1atr,-0.07356153116810461,0.061649375828930465
CH,1.0,bear,—,82,59.756097560975604,53.333333333333336,68.29268292682927,-0.008224674622736563,-0.07510230950611389,-0.0581960821762197,0.07844005992779826,-0.11375902333431842,-0.004612267230040092,0.1122671355691558,-0.10314727542371493,far|0.5atr,-0.030052216536947576,-0.008224674622736563
CH,1.0,bear,тренд,71,60.56338028169014,53.84615384615385,70.4225352112676,-0.010102550416678993,-0.08301371913538975,-0.08176283327597093,0.06573274395352734,-0.1426911784143681,-0.07639428499486502,0.049419775282959606,-0.10826541978040603,ce|0.5atr,-0.023138997651306725,0.06573274395352734
CH,1.0,bear,не выходные,65,55.38461538461539,41.66666666666667,64.61538461538461,-0.03528513957775406,-0.13442026550674288,-0.12176524575966285,0.02823788117140014,-0.17588628367212822,-0.10675475878878149,-0.06878882616589167,-0.19538832705947015,far|0.5atr,-0.10003542825634604,-0.03528513957775406
CH,1.0,bear,заход<50%,70,62.857142857142854,60.86956521739131,72.85714285714285,-0.0327422957329553,-0.03306523249245359,-0.036571502389544326,0.03403023949645772,-0.083489451562803,0.017657547502615497,0.1487012169267922,-0.07566901945854114,far|1atr,-0.05463945242439608,-0.03306523249245359
CH,1.0,bear,объём≥1.5x,79,59.49367088607595,50.0,68.35443037974683,-0.004064135984255352,-0.08253668420374914,-0.06822270267447213,0.07981806305884001,-0.13539614056368882,-0.0321854274184751,0.08087821772084255,-0.12232047085082035,far|0.5atr,-0.04432104113341623,-0.004064135984255352
CH,1.5,оба,—,73,67.12328767123287,61.904761904761905,69.86301369863014,-0.005514454318623626,-0.03570091886697048,-0.034637784289291054,0.10616142920383051,0.13803651638615527,0.14773935706310418,0.0546591917089977,0.06672454153874428,ce|0.5atr,0.018576931253049843,0.10616142920383051
CH,1.5,оба,тренд,70,68.57142857142857,60.0,71.42857142857143,0.016416260934740683,-0.022680720996775643,-0.03139734104822751,0.08324154306928544,0.05452570418604032,0.15820299361569778,0.06059117619089974,0.08159451637933791,ce|0.5atr,-0.04327415484921722,0.08324154306928544
CH,1.5,оба,заход<50%,64,67.1875,58.82352941176471,70.3125,-0.04621402980417172,-0.053278986876119885,-0.07246740750726552,-0.04001125816617523,-0.05592675719167563,0.14935369389763678,0.032565551692654585,0.0787823860176437,ext-0.25atr|1atr,-0.07184691101095035,0.0787823860176437
CH,1.5,оба,объём≥1.5x,72,66.66666666666666,61.904761904761905,69.44444444444444,-0.009522939004444508,-0.04434692516050944,-0.048284938224478595,0.10001168688457161,0.12414998625659804,0.16470672338333608,0.07033377795486699,0.04873363415971382,ce|0.5atr,-0.014570940305539098,0.10001168688457161
0,0.5,оба,—,785,47.13375796178344,45.962732919254655,45.35031847133758,-0.05985502745270735,-0.06505739310750928,-0.05113917864801132,-0.11701988920867515,-0.13704841983571853,-1.2419181442532106,-1.610755396609826,-0.06807065479395535,far|1atr,-0.08408394618664339,-0.06505739310750928
0,0.5,оба,тренд,683,47.58418740849194,46.01449275362319,45.534407027818446,-0.06001885890906454,-0.0716308364884172,-0.06378318045038854,-0.09874016759665301,-0.13670805430698135,-0.9612547343980409,-1.2373400793193428,-0.07661562577964573,far|1atr,-0.09424596792677936,-0.0716308364884172
0,0.5,оба,EMA200,554,48.91696750902527,46.3963963963964,47.292418772563174,-0.0365598998099052,-0.052838732370010244,-0.03051168756782755,-0.19531900879599237,-0.12276729568658755,-0.5000696559094888,-0.8272742608842104,-0.03441217598741696,far|1atr,-0.11758145828806689,-0.052838732370010244
0,0.5,оба,свежий≤24ч,562,48.04270462633452,42.48366013071895,45.90747330960854,-0.028560009118251888,-0.03264306294859082,-0.014570562793608247,-0.09942268348549087,-0.09194569636359155,-1.5429069025908115,-2.00099349507178,0.005619530135149806,far|0.5atr,-0.08150128464981705,-0.028560009118251888
0,0.5,оба,не выходные,629,46.5818759936407,46.06741573033708,44.992050874403816,-0.06167274834895626,-0.06817532103697797,-0.07015353388999179,-0.11280061543623462,-0.1638147821051033,-1.0711188316708713,-1.3875252980967674,-0.09051911787133587,far|1atr,-0.09804135238334025,-0.06817532103697797
0,0.5,оба,заход<50%,699,49.35622317596567,48.59154929577465,48.06866952789699,-0.027014195168505704,-0.035917547511976455,-0.015600446334527897,-0.060335006252881636,-0.03188520433058865,-0.8860856888752423,-1.2682857871588031,-0.05273201394683033,far|1atr,-0.06197349605300634,-0.035917547511976455
0,0.5,оба,объём≥1.5x,561,48.663101604278076,47.791164658634536,48.484848484848484,-0.0807830940422489,-0.07838667680617602,-0.08360318198507408,-0.21264584721275875,-0.17352646908487238,-1.0999840321296412,-1.4206654564561112,-0.07930878322444776,far|1atr,-0.1105064997170276,-0.07838667680617602
0,0.5,оба,сессия Asia,228,45.614035087719294,41.83673469387755,42.98245614035088,-0.0689039290705738,-0.07219532204593929,-0.0687398975441281,-0.12466244969443212,-0.06407779821737479,-1.4277201189754634,-1.8110788748752455,-0.07083390103460649,far|1atr,-0.1231514500207587,-0.07219532204593929
0,0.5,оба,сессия NY,294,46.25850340136054,38.82352941176471,47.61904761904761,-0.12513178493442398,-0.09419640386054932,-0.10235430880750435,-0.15937735501390984,-0.07748274455749439,-0.3041442542607363,-0.783241313688222,-0.09010051413033109,far|0.5atr,-0.19778382842318742,-0.12513178493442398
0,0.5,bull,—,404,48.26732673267327,44.44444444444444,44.306930693069305,-0.09360989823670207,-0.06696446501962869,-0.03289836894427955,-0.09257226394203252,-0.18329110607822213,-1.0263438828879825,-1.5116451336233567,-0.10667673044994365,far|1atr,-0.13669282953026243,-0.06696446501962869
0,0.5,bull,тренд,352,49.715909090909086,44.66019417475729,44.60227272727273,-0.07856695676038172,-0.05280257866542046,-0.024499426769102974,-0.02694302337840518,-0.15947090963133886,-1.2504121836253361,-1.6175801948361286,-0.08419793430481971,far|1atr,-0.15218429408000556,-0.05280257866542046
0,0.5,bull,EMA200,292,53.082191780821915,48.91304347826087,47.26027397260274,-0.04036800458819218,0.010822736639744613,0.0477678124633997,-0.19889296881225768,-0.12865747094187985,-0.3934867461980952,-0.9009825370182187,-0.025943018512217426,far|1atr,-0.10648782710584845,0.010822736639744613
0,0.5,bull,свежий≤24ч,290,49.310344827586206,41.55844155844156,46.55172413793103,-0.056564210557008394,-0.04032945859568343,0.01312626626536212,-0.04689528718280436,-0.12697030755053387,-1.2691938398933893,-1.8890227387372676,-0.03353247212442122,far|gap,-0.16863424267344704,0.01312626626536212
0,0.5,bull,не выходные,329,48.02431610942249,43.56435643564357,44.37689969604863,-0.09107302519325093,-0.06693840740676983,-0.045574623385805896,-0.03808561978533538,-0.1758598923077403,-0.3304987921505094,-0.8615409956447528,-0.11272292425460854,far|1atr,-0.15258670811257427,-0.06693840740676983
0,0.5,bull,заход<50%,349,51.00286532951289,46.93877551020408,47.85100286532951,-0.04784764665529171,-0.02089982649411669,0.03033301176201398,-0.10112236005506721,-0.08264950894205098,-1.0990466071902105,-1.6402773073590684,-0.0674742156021023,far|1atr,-0.10559579010840263,-0.02089982649411669
0,0.5,bull,объём≥1.5x,277,50.18050541516246,45.348837209302324,47.65342960288809,-0.11359094891813018,-0.06858338314770211,-0.07362510828712744,-0.26987819343304764,-0.20970787584881115,-1.5059997753720846,-1.9973093429799618,-0.09029815638540566,far|1atr,-0.16324961610570257,-0.06858338314770211
0,0.5,bull,сессия Asia,124,45.16129032258064,40.0,41.935483870967744,-0.17996081499270924,-0.13718841296873283,-0.0774085896000985,-0.2115789709808317,-0.09252298919435002,-2.6153553675304693,-2.9598511448024887,-0.09145965799130079,far|gap,-0.20455103203024397,-0.0774085896000985
0,0.5,bull,сессия NY,144,47.22222222222222,40.0,48.61111111111111,-0.13882171249252823,-0.07718557973280844,-0.08817779904383365,-0.19592682576225798,-0.18782756596097713,0.16001879054759074,-0.7191905183841788,-0.14968549438365722,far|0.5atr,-0.20707292881838743,-0.13882171249252823
0,0.5,bear,—,381,45.93175853018373,39.39393939393939,46.45669291338583,-0.024062461057080396,-0.0630351961193302,-0.07048113959370064,-0.14311938104738817,-0.08768122776601872,-1.4694057200623067,-1.7153428057087048,-0.0271340286390491,far|0.5atr,-0.04780898144075123,-0.024062461057080396
0,0.5,bear,тренд,331,45.31722054380665,35.0,46.52567975830816,-0.040293993520352664,-0.09165363634852253,-0.10555925687278288,-0.17590532259757347,-0.11224330325743825,-0.6545725912781823,-0.8340551083166908,-0.06855226444773863,far|0.5atr,-0.1052449527725565,-0.040293993520352664
0,0.5,bear,EMA200,262,44.274809160305345,38.88888888888889,47.32824427480916,-0.03231575249975332,-0.12378968256408816,-0.11775448912934797,-0.19128253630703387,-0.11611486245708096,-0.6180867475056298,-0.745658583479121,-0.04385108431855537,far|0.5atr,-0.08108491774138,-0.03231575249975332
0,0.5,bear,свежий≤24ч,272,46.69117647058824,43.42105263157895,45.220588235294116,0.0012974115333635216,-0.024448008766028834,-0.04410027024618698,-0.15612839540316384,-0.054135036559506064,-1.8327801461116975,-2.1195750709684775,0.047362473720721866,far|0.5atr,-0.04676013306114403,0.0012974115333635216
0,0.5,bear,не выходные,300,45.0,36.11111111111111,45.666666666666664,-0.029430444743046427,-0.0695318029847729,-0.0971084057429157,-0.1946800627248914,-0.15061466133509022,-1.8783946747480662,-1.9608481877694643,-0.06616894353768026,far|0.5atr,-0.035209857989697446,-0.029430444743046427
0,0.5,bear,заход<50%,350,47.714285714285715,40.21739130434783,48.285714285714285,-0.006240267828824798,-0.05089236075549946,-0.06140266597936532,-0.019664187747273732,0.018734059410555202,-0.6749553801732968,-0.8994919018026664,-0.03803193286771625,ce|1atr,-0.00023784837904028183,0.018734059410555202
0,0.5,bear,объём≥1.5x,284,47.183098591549296,38.095238095238095,49.29577464788733,-0.04878388347668863,-0.08794833998715233,-0.0933353172468037,-0.15685980577060002,-0.13825939389980582,-0.7068804503330711,-0.8623600680902627,-0.06859027489492187,far|0.5atr,-0.16338097353314632,-0.04878388347668863
0,0.5,bear,сессия Asia,104,46.15384615384615,41.66666666666667,44.230769230769226,0.06351005029812616,0.005296440208160695,-0.058404149323548024,-0.020703473253836552,-0.030055118813541695,-0.021006523599630653,-0.4503971570973442,-0.04624165235547095,far|0.5atr,0.031136399305754067,0.06351005029812616
0,0.5,bear,сессия NY,150,45.33333333333333,37.5,46.666666666666664,-0.11198945447864389,-0.11052679502318052,-0.11596375818062822,-0.12384314734190463,0.02979694291811388,-0.7466463569780084,-0.8443030718780764,-0.03289893308713798,far|0.5atr,-0.1873335904785874,-0.11198945447864389
0,0.75,оба,—,451,52.993348115299334,48.4375,55.87583148558758,-0.0723472882082281,-0.0663578200776988,-0.06157177036578847,-0.12368806130699797,-0.05904928864164895,-1.1903939178269762,-1.580068567504144,-0.0856760289132425,far|1atr,-0.165985139066354,-0.0663578200776988
0,0.75,оба,тренд,410,52.4390243902439,48.0,55.60975609756098,-0.08087595173086244,-0.0885163802121873,-0.08278104749634749,-0.14171063703468334,-0.08628734647754267,-1.3088090509310926,-1.59531609856846,-0.09480831146447158,far|1atr,-0.18556553992412042,-0.0885163802121873
0,0.75,оба,EMA200,327,55.04587155963303,51.09489051094891,58.103975535168196,-0.05442221375295558,-0.038525249004331324,-0.03563409801050316,-0.15554800122956702,-0.06949982594864083,-0.45353538171751345,-0.9180610783645973,-0.03217340591490863,far|1atr,-0.12950663738844298,-0.038525249004331324
