conf,size_min,depth_max,trend,kind,n,react_1,react_05,held24,win_1ATR,avgR_1ATR,avgR_2R,risk_med,rr_med
D ,0.5,0.5,False,оба,339,57.8,76.4,60.2,38.6,0.008,0.056,1.15,2.06
D ,0.5,0.5,False,bull,160,60.6,78.8,60.6,40.6,0.019,-0.081,1.18,1.97
D ,0.5,0.5,False,bear,179,55.3,74.3,59.8,36.9,-0.003,0.178,1.14,2.23
D ,0.5,0.5,True,оба,294,58.2,76.5,59.5,39.5,-0.012,0.063,1.18,2.03
D ,0.5,0.5,True,bull,140,60.7,79.3,59.3,42.1,-0.011,-0.061,1.22,1.78
D ,0.5,0.5,True,bear,154,55.8,74.0,59.7,37.0,-0.013,0.175,1.11,2.17
D ,0.5,1.01,False,оба,397,57.2,75.6,59.2,40.3,-0.003,0.029,1.25,1.85
D ,0.5,1.01,False,bull,195,60.0,78.5,60.0,43.1,0.014,-0.071,1.31,1.65
D ,0.5,1.01,False,bear,202,54.5,72.8,58.4,37.6,-0.019,0.126,1.2,2.03
D ,0.5,1.01,True,оба,345,58.0,75.9,58.6,41.4,-0.013,0.036,1.26,1.8
D ,0.5,1.01,True,bull,170,61.2,80.0,58.8,45.3,0.01,-0.043,1.32,1.59
D ,0.5,1.01,True,bear,175,54.9,72.0,58.3,37.7,-0.035,0.112,1.19,2.01
D ,0.75,0.25,False,оба,161,60.9,76.4,65.8,35.4,-0.056,-0.026,1.08,2.22
D ,0.75,0.25,False,bull,84,63.1,76.2,64.3,38.1,-0.003,-0.137,1.06,2.11
D ,0.75,0.25,True,оба,149,59.7,75.8,64.4,35.6,-0.099,-0.019,1.05,2.16
D ,0.75,0.5,False,оба,211,64.5,79.6,67.8,40.3,0.012,0.039,1.23,2.0
D ,0.75,0.5,False,bull,109,67.9,79.8,67.0,44.0,0.086,-0.047,1.18,1.79
D ,0.75,0.5,False,bear,102,60.8,79.4,68.6,36.3,-0.067,0.132,1.26,2.07
D ,0.75,0.5,True,оба,190,64.2,79.5,67.4,41.1,-0.004,0.055,1.19,1.99
D ,0.75,0.5,True,bull,100,67.0,79.0,65.0,46.0,0.081,-0.01,1.17,1.68
D ,0.75,0.5,True,bear,90,61.1,80.0,70.0,35.6,-0.1,0.127,1.2,2.14
D ,0.75,1.01,False,оба,230,65.7,80.0,68.3,43.0,0.037,0.066,1.26,1.84
D ,0.75,1.01,False,bull,122,69.7,81.1,68.0,47.5,0.115,0.018,1.24,1.64
D ,0.75,1.01,False,bear,108,61.1,78.7,68.5,38.0,-0.051,0.122,1.26,2.01
D ,0.75,1.01,True,оба,207,65.7,80.2,68.1,44.0,0.027,0.079,1.25,1.83
D ,0.75,1.01,True,bull,111,69.4,81.1,66.7,49.5,0.119,0.048,1.25,1.61
D ,0.75,1.01,True,bear,96,61.5,79.2,69.8,37.5,-0.08,0.115,1.24,2.03
D ,1.0,0.25,False,оба,106,61.3,77.4,67.9,34.9,-0.167,-0.089,1.1,2.05
D ,1.0,0.25,True,оба,100,62.0,78.0,68.0,37.0,-0.112,-0.029,1.08,2.05
D ,1.0,0.5,False,оба,126,64.3,79.4,69.0,37.3,-0.14,-0.031,1.23,1.91
D ,1.0,0.5,True,оба,116,65.5,80.2,69.8,39.7,-0.079,0.035,1.2,1.91
D ,1.0,1.01,False,оба,137,65.0,79.6,68.6,40.1,-0.115,-0.047,1.31,1.79
D ,1.0,1.01,True,оба,127,66.1,80.3,69.3,42.5,-0.058,0.012,1.31,1.69
E ,0.3,0.25,False,оба,429,52.2,71.6,53.8,27.5,-0.104,-0.125,0.71,3.31
E ,0.3,0.25,False,bull,220,52.3,70.9,51.8,26.8,-0.23,-0.224,0.75,2.96
E ,0.3,0.25,False,bear,209,52.2,72.2,56.0,28.2,0.029,-0.021,0.64,3.72
E ,0.3,0.25,True,оба,368,50.8,70.7,52.4,26.4,-0.19,-0.178,0.7,3.23
E ,0.3,0.25,True,bull,186,51.1,69.9,50.5,25.8,-0.341,-0.275,0.75,2.73
E ,0.3,0.25,True,bear,182,50.5,71.4,54.4,26.9,-0.035,-0.078,0.62,3.76
E ,0.3,0.5,False,оба,635,51.5,70.6,53.1,31.2,-0.047,-0.051,0.8,2.79
E ,0.3,0.5,False,bull,314,52.5,70.1,51.3,31.8,-0.1,-0.114,0.82,2.63
E ,0.3,0.5,False,bear,321,50.5,71.0,54.8,30.5,0.005,0.009,0.79,2.93
E ,0.3,0.5,True,оба,535,51.4,71.2,53.1,31.6,-0.07,-0.046,0.8,2.67
E ,0.3,0.5,True,bull,263,52.5,70.3,51.0,32.7,-0.132,-0.106,0.81,2.43
E ,0.3,0.5,True,bear,272,50.4,72.1,55.1,30.5,-0.01,0.011,0.8,2.95
E ,0.3,1.01,False,оба,789,49.9,68.9,50.6,32.8,-0.063,-0.075,0.87,2.47
E ,0.3,1.01,False,bull,403,51.6,69.2,50.4,34.5,-0.08,-0.105,0.93,2.3
E ,0.3,1.01,False,bear,386,48.2,68.7,50.8,31.1,-0.044,-0.045,0.83,2.65
E ,0.3,1.01,True,оба,668,50.4,69.6,50.6,33.7,-0.071,-0.066,0.88,2.37
E ,0.3,1.01,True,bull,342,52.0,69.0,49.4,35.7,-0.099,-0.104,0.92,2.14
E ,0.3,1.01,True,bear,326,48.8,70.2,51.8,31.6,-0.042,-0.025,0.84,2.64
E ,0.5,0.25,False,оба,328,54.3,74.1,59.5,27.4,-0.151,-0.13,0.76,2.96
E ,0.5,0.25,False,bull,165,57.6,74.5,59.4,27.3,-0.278,-0.269,0.78,2.8
E ,0.5,0.25,False,bear,163,50.9,73.6,59.5,27.6,-0.023,0.01,0.71,3.35
E ,0.5,0.25,True,оба,289,53.3,73.7,57.8,27.0,-0.227,-0.166,0.76,2.89
E ,0.5,0.25,True,bull,144,56.9,74.3,57.6,27.8,-0.343,-0.283,0.8,2.56
E ,0.5,0.25,True,bear,145,49.7,73.1,57.9,26.2,-0.112,-0.049,0.69,3.39
E ,0.5,0.5,False,оба,463,54.9,74.1,59.4,32.4,-0.053,-0.029,0.87,2.58
E ,0.5,0.5,False,bull,224,57.1,74.1,58.5,32.6,-0.138,-0.134,0.89,2.43
E ,0.5,0.5,False,bear,239,52.7,74.1,60.3,32.2,0.027,0.07,0.85,2.67
E ,0.5,0.5,True,оба,406,54.7,74.1,58.9,33.3,-0.068,-0.018,0.88,2.46
E ,0.5,0.5,True,bull,196,57.7,75.0,58.2,34.7,-0.136,-0.096,0.9,2.17
E ,0.5,0.5,True,bear,210,51.9,73.3,59.5,31.9,-0.004,0.054,0.85,2.66
E ,0.5,1.01,False,оба,547,53.7,73.3,57.0,34.4,-0.061,-0.042,0.95,2.24
E ,0.5,1.01,False,bull,273,56.4,74.4,56.4,35.9,-0.106,-0.116,0.98,2.05
E ,0.5,1.01,False,bear,274,51.1,72.3,57.7,32.8,-0.016,0.033,0.91,2.46
E ,0.5,1.01,True,оба,482,54.1,73.4,56.4,35.7,-0.062,-0.023,0.96,2.14
E ,0.5,1.01,True,bull,239,57.7,75.3,55.6,38.5,-0.086,-0.071,0.99,2.0
E ,0.5,1.01,True,bear,243,50.6,71.6,57.2,32.9,-0.04,0.023,0.91,2.4
E ,0.75,0.25,False,оба,211,58.3,77.3,66.8,28.4,-0.195,-0.151,0.77,2.78
E ,0.75,0.25,False,bull,109,64.2,79.8,67.0,32.1,-0.137,-0.182,0.78,2.55
E ,0.75,0.25,False,bear,102,52.0,74.5,66.7,24.5,-0.257,-0.117,0.77,2.97
E ,0.75,0.25,True,оба,196,56.6,76.5,65.3,28.6,-0.25,-0.182,0.78,2.66
E ,0.75,0.25,True,bull,101,62.4,78.2,64.4,32.7,-0.199,-0.223,0.8,2.35
E ,0.75,0.25,True,bear,95,50.5,74.7,66.3,24.2,-0.305,-0.139,0.71,2.96
E ,0.75,0.5,False,оба,283,60.8,78.8,69.3,34.3,-0.078,-0.015,0.89,2.33
E ,0.75,0.5,False,bull,142,64.8,82.4,69.0,37.3,-0.021,-0.048,0.87,2.18
E ,0.75,0.5,False,bear,141,56.7,75.2,69.5,31.2,-0.135,0.019,0.93,2.47
E ,0.75,0.5,True,оба,259,59.5,78.4,68.7,34.7,-0.106,-0.028,0.88,2.29
E ,0.75,0.5,True,bull,131,63.4,81.7,67.2,38.9,-0.037,-0.047,0.88,2.13
E ,0.75,0.5,True,bear,128,55.5,75.0,70.3,30.5,-0.177,-0.008,0.9,2.49
E ,0.75,1.01,False,оба,316,60.8,78.5,68.0,36.7,-0.058,0.008,0.96,2.14
E ,0.75,1.01,False,bull,164,64.0,81.7,67.1,39.6,-0.008,-0.021,0.93,2.03
E ,0.75,1.01,False,bear,152,57.2,75.0,69.1,33.6,-0.112,0.039,1.03,2.33
E ,0.75,1.01,True,оба,289,59.9,78.5,67.8,37.4,-0.078,-0.001,0.95,2.11
E ,0.75,1.01,True,bull,150,63.3,82.0,66.0,41.3,-0.013,-0.017,0.94,2.01
E ,0.75,1.01,True,bear,139,56.1,74.8,69.8,33.1,-0.148,0.016,0.99,2.37
E ,1.0,0.25,False,оба,137,62.0,80.3,71.5,28.5,-0.307,-0.168,0.85,2.46
E ,1.0,0.25,True,оба,129,62.0,80.6,71.3,30.2,-0.257,-0.156,0.84,2.45
E ,1.0,0.5,False,оба,168,64.3,81.0,73.8,33.3,-0.202,-0.063,0.94,2.18
E ,1.0,0.5,False,bull,89,65.2,85.4,71.9,37.1,-0.067,-0.122,0.88,2.13
E ,1.0,0.5,True,оба,156,64.1,81.4,74.4,35.3,-0.148,-0.04,0.93,2.15
E ,1.0,0.5,True,bull,85,64.7,84.7,70.6,38.8,-0.017,-0.109,0.88,2.05
E ,1.0,1.01,False,оба,185,63.8,81.6,71.9,35.7,-0.186,-0.074,1.02,1.96
E ,1.0,1.01,False,bull,101,64.4,86.1,69.3,39.6,-0.061,-0.115,0.96,1.95
E ,1.0,1.01,False,bear,84,63.1,76.2,75.0,31.0,-0.338,-0.024,1.11,2.23
E ,1.0,1.01,True,оба,173,63.6,82.1,72.3,37.6,-0.137,-0.054,1.05,1.91
E ,1.0,1.01,True,bull,97,63.9,85.6,68.0,41.2,-0.016,-0.104,0.99,1.9
